tipo,nivel,CTA_PROG,SUBC_SUBP,CONCEPTO,SECCION,ENTIDAD,APORTE_NACIONAL,RECURSOS_PROPIOS,TOTAL
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"5,157,723,695",,"5,157,723,695"
Inversión,partida,1207,,FORTALECIMIENTO DE LA POLÍTICA CRIMINAL DEL ESTADO COLOMBIANO,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"10,000,000,000",,"10,000,000,000"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"10,000,000,000",,"10,000,000,000"
Inversión,partida,1299,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR JUSTICIA Y DEL DERECHO,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"8,862,906,240",,"8,862,906,240"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"8,862,906,240",,"8,862,906,240"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1201,MINISTERIO DE JUSTICIA Y DEL DERECHO,"200,486,996,979",,"200,486,996,979"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1204,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,,"682,283,800,000","682,283,800,000"
Inversión,total,Inversión,,,SECCIÓN:  1204,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,"12,000,000,000","141,838,844,636","153,838,844,636"
Inversión,partida,1204,,JUSTICIA TRANSICIONAL,SECCIÓN:  1204,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,,"15,070,568,600","15,070,568,600"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1204,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,,"15,070,568,600","15,070,568,600"
Inversión,partida,1209,,MODERNIZACIÓN DE LA INFORMACIÓN INMOBILIARIA,SECCIÓN:  1204,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,"12,000,000,000","41,723,210,429","53,723,210,429"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1204,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,"12,000,000,000","41,723,210,429","53,723,210,429"
Inversión,partida,1299,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR JUSTICIA Y DEL DERECHO,SECCIÓN:  1204,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,,"85,045,065,607","85,045,065,607"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1204,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,,"85,045,065,607","85,045,065,607"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1204,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,"12,000,000,000","824,122,644,636","836,122,644,636"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1208,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,"1,827,061,500,000","105,389,507,000","1,932,451,007,000"
Inversión,total,Inversión,,,SECCIÓN:  1208,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,"4,000,000,000",,"4,000,000,000"
Inversión,partida,1206,,SISTEMA PENITENCIARIO Y CARCELARIO EN EL MARCO DE LOS DERECHOS HUMANOS,SECCIÓN:  1208,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,"1,700,000,000",,"1,700,000,000"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1208,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,"1,700,000,000",,"1,700,000,000"
Inversión,partida,1299,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR JUSTICIA Y DEL DERECHO,SECCIÓN:  1208,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,"2,300,000,000",,"2,300,000,000"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1208,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,"2,300,000,000",,"2,300,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1208,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,"1,831,061,500,000","105,389,507,000","1,936,451,007,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1210,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,"121,052,300,000",,"121,052,300,000"
Inversión,total,Inversión,,,SECCIÓN:  1210,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,"15,477,000,000",,"15,477,000,000"
Inversión,partida,1205,,DEFENSA JURÍDICA DEL ESTADO,SECCIÓN:  1210,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,"15,477,000,000",,"15,477,000,000"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1210,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,"15,477,000,000",,"15,477,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1210,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,"136,529,300,000",,"136,529,300,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1211,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,"1,424,909,600,000",,"1,424,909,600,000"
Inversión,total,Inversión,,,SECCIÓN:  1211,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,"498,886,000,000",,"498,886,000,000"
Inversión,partida,1206,,SISTEMA PENITENCIARIO Y CARCELARIO EN EL MARCO DE LOS DERECHOS HUMANOS,SECCIÓN:  1211,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,"498,886,000,000",,"498,886,000,000"
Inversión,subpartida,,0800,INTERSUBSECTORIAL JUSTICIA,SECCIÓN:  1211,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,"498,886,000,000",,"498,886,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1211,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,"1,923,795,600,000",,"1,923,795,600,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"44,788,709,013,451",,"44,788,709,013,451"
Inversión,total,Inversión,,,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"4,498,857,790,538",,"4,498,857,790,538"
Inversión,partida,1301,,POLÍTICA MACROECONÓMICA Y FISCAL,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"32,270,745,780",,"32,270,745,780"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"32,270,745,780",,"32,270,745,780"
Inversión,partida,1302,,GESTIÓN DE RECURSOS PÚBLICOS,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"2,376,541,842,663",,"2,376,541,842,663"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"2,376,541,842,663",,"2,376,541,842,663"
Inversión,partida,1304,,"INSPECCIÓN, CONTROL Y VIGILANCIA FINANCIERA, SOLIDARIA Y DE RECURSOS PÚBLICOS",SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"1,252,927,416",,"1,252,927,416"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"1,252,927,416",,"1,252,927,416"
Inversión,partida,1305,,FORTALECIMIENTO DEL RECAUDO Y TRIBUTACIÓN,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"17,669,223,803",,"17,669,223,803"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"17,669,223,803",,"17,669,223,803"
Inversión,partida,1399,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR HACIENDA,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"42,408,213,796",,"42,408,213,796"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"42,408,213,796",,"42,408,213,796"
Inversión,partida,2404,,INFRAESTRUCTURA DE TRANSPORTE FÉRREO,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"351,733,166,248",,"351,733,166,248"
Inversión,subpartida,,0600,INTERSUBSECTORIAL TRANSPORTE,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"351,733,166,248",,"351,733,166,248"
Inversión,partida,2408,,PRESTACIÓN DE SERVICIOS DE TRANSPORTE PÚBLICO DE PASAJEROS,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"1,676,981,670,832",,"1,676,981,670,832"
Inversión,subpartida,,0600,INTERSUBSECTORIAL TRANSPORTE,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"1,676,981,670,832",,"1,676,981,670,832"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1301,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,"49,287,566,803,989",,"49,287,566,803,989"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1308,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,"20,535,000,000",,"20,535,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1308,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,"8,882,489,110",,"8,882,489,110"
Inversión,partida,1301,,POLÍTICA MACROECONÓMICA Y FISCAL,SECCIÓN:  1308,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,"5,515,997,501",,"5,515,997,501"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1308,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,"5,515,997,501",,"5,515,997,501"
Inversión,partida,1399,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR HACIENDA,SECCIÓN:  1308,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,"3,366,491,609",,"3,366,491,609"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1308,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,"3,366,491,609",,"3,366,491,609"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1308,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,"29,417,489,110",,"29,417,489,110"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1309,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,,"24,007,000,000","24,007,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1309,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,,"24,920,453,895","24,920,453,895"
Inversión,partida,1304,,"INSPECCIÓN, CONTROL Y VIGILANCIA FINANCIERA, SOLIDARIA Y DE RECURSOS PÚBLICOS",SECCIÓN:  1309,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,,"11,009,975,000","11,009,975,000"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1309,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,,"11,009,975,000","11,009,975,000"
Inversión,partida,1399,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR HACIENDA,SECCIÓN:  1309,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,,"13,910,478,895","13,910,478,895"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1309,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,,"13,910,478,895","13,910,478,895"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1309,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,,"48,927,453,895","48,927,453,895"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1310,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,"4,049,915,000,000","10,914,000,000","4,060,829,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1310,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,"111,480,371,005",,"111,480,371,005"
Inversión,partida,1305,,FORTALECIMIENTO DEL RECAUDO Y TRIBUTACIÓN,SECCIÓN:  1310,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,"101,318,877,297",,"101,318,877,297"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1310,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,"101,318,877,297",,"101,318,877,297"
Inversión,partida,1399,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR HACIENDA,SECCIÓN:  1310,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,"10,161,493,708",,"10,161,493,708"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1310,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,"10,161,493,708",,"10,161,493,708"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1310,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,"4,161,395,371,005","10,914,000,000","4,172,309,371,005"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1312,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,"28,289,000,000",,"28,289,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1312,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,"4,403,313,940",,"4,403,313,940"
Inversión,partida,1304,,"INSPECCIÓN, CONTROL Y VIGILANCIA FINANCIERA, SOLIDARIA Y DE RECURSOS PÚBLICOS",SECCIÓN:  1312,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,"2,557,309,250",,"2,557,309,250"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1312,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,"2,557,309,250",,"2,557,309,250"
Inversión,partida,1399,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR HACIENDA,SECCIÓN:  1312,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,"1,846,004,690",,"1,846,004,690"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1312,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,"1,846,004,690",,"1,846,004,690"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1312,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,"32,692,313,940",,"32,692,313,940"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1313,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,,"383,586,000,000","383,586,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1313,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,,"49,781,000,000","49,781,000,000"
Inversión,partida,1304,,"INSPECCIÓN, CONTROL Y VIGILANCIA FINANCIERA, SOLIDARIA Y DE RECURSOS PÚBLICOS",SECCIÓN:  1313,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,,"3,990,345,048","3,990,345,048"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1313,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,,"3,990,345,048","3,990,345,048"
Inversión,partida,1399,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR HACIENDA,SECCIÓN:  1313,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,,"45,790,654,952","45,790,654,952"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1313,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,,"45,790,654,952","45,790,654,952"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1313,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,,"433,367,000,000","433,367,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1314,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),"268,284,000,000",,"268,284,000,000"
Servicio de deuda,total,Servicio de deuda,,,SECCIÓN:  1314,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),"14,007,000,000",,"14,007,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1314,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),"7,194,519,134",,"7,194,519,134"
Inversión,partida,1399,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR HACIENDA,SECCIÓN:  1314,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),"7,194,519,134",,"7,194,519,134"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1314,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),"7,194,519,134",,"7,194,519,134"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1314,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),"289,485,519,134",,"289,485,519,134"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1315,FONDO ADAPTACIÓN,"45,542,000,000",,"45,542,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1315,FONDO ADAPTACIÓN,"148,648,236,982",,"148,648,236,982"
Inversión,partida,1303,,REDUCCIÓN DE LA VULNERABILIDAD FISCAL ANTE DESASTRES Y RIESGOS CLIMÁTICOS,SECCIÓN:  1315,FONDO ADAPTACIÓN,"148,648,236,982",,"148,648,236,982"
Inversión,subpartida,,1000,INTERSUBSECTORIAL GOBIERNO,SECCIÓN:  1315,FONDO ADAPTACIÓN,"148,648,236,982",,"148,648,236,982"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1315,FONDO ADAPTACIÓN,"194,190,236,982",,"194,190,236,982"
Servicio de deuda,total,Servicio de deuda,,,SECCIÓN:  1401,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,"92,347,433,153,773",,"92,347,433,153,773"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1401,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,"92,347,433,153,773",,"92,347,433,153,773"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"19,144,395,000,000",,"19,144,395,000,000"
Servicio de deuda,total,Servicio de deuda,,,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"327,684,852,350",,"327,684,852,350"
Inversión,total,Inversión,,,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"2,753,993,293,193",,"2,753,993,293,193"
Inversión,partida,1502,,CAPACIDADES DE LAS FUERZAS MILITARES EN SEGURIDAD PÚBLICA Y DEFENSA EN EL TERRITORIO NACIONAL,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"2,262,077,085,963",,"2,262,077,085,963"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"2,262,077,085,963",,"2,262,077,085,963"
Inversión,partida,1504,,"DESARROLLO MARÍTIMO, FLUVIAL Y COSTERO DESDE EL SECTOR DEFENSA",SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"45,786,000,000",,"45,786,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"45,786,000,000",,"45,786,000,000"
Inversión,partida,1505,,GENERACIÓN DE BIENESTAR PARA LA FUERZA PÚBLICA Y SUS FAMILIAS,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"34,982,199,798",,"34,982,199,798"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"34,982,199,798",,"34,982,199,798"
Inversión,partida,1599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"411,148,007,432",,"411,148,007,432"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"411,148,007,432",,"411,148,007,432"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1501,MINISTERIO DE DEFENSA NACIONAL,"22,226,073,145,543",,"22,226,073,145,543"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1503,CAJA DE RETIRO DE LAS FUERZAS MILITARES,"6,469,468,000,000","360,185,000,000","6,829,653,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1503,CAJA DE RETIRO DE LAS FUERZAS MILITARES,,"18,188,000,000","18,188,000,000"
Inversión,partida,1599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1503,CAJA DE RETIRO DE LAS FUERZAS MILITARES,,"18,188,000,000","18,188,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1503,CAJA DE RETIRO DE LAS FUERZAS MILITARES,,"18,188,000,000","18,188,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1503,CAJA DE RETIRO DE LAS FUERZAS MILITARES,"6,469,468,000,000","378,373,000,000","6,847,841,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1507,INSTITUTO CASAS FISCALES DEL EJÉRCITO,,"33,926,000,000","33,926,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1507,INSTITUTO CASAS FISCALES DEL EJÉRCITO,,"19,400,000,000","19,400,000,000"
Inversión,partida,1505,,GENERACIÓN DE BIENESTAR PARA LA FUERZA PÚBLICA Y SUS FAMILIAS,SECCIÓN:  1507,INSTITUTO CASAS FISCALES DEL EJÉRCITO,,"19,400,000,000","19,400,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1507,INSTITUTO CASAS FISCALES DEL EJÉRCITO,,"19,400,000,000","19,400,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1507,INSTITUTO CASAS FISCALES DEL EJÉRCITO,,"53,326,000,000","53,326,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1508,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA","37,268,000,000","3,000,000,000","40,268,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1508,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA","8,620,000,000",,"8,620,000,000"
Inversión,partida,1506,,GESTIÓN DEL RIESGO DE DESASTRES DESDE EL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1508,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA","8,300,000,000",,"8,300,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1508,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA","8,300,000,000",,"8,300,000,000"
Inversión,partida,1599,,FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR DEFENSA Y SEGURIDAD,SECCIÓN:  1508,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA","320,000,000",,"320,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1508,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA","320,000,000",,"320,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1508,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA","45,888,000,000","3,000,000,000","48,888,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1510,CLUB MILITAR DE OFICIALES,,"59,154,000,000","59,154,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1510,CLUB MILITAR DE OFICIALES,"5,000,000,000","3,870,000,000","8,870,000,000"
Inversión,partida,1507,,GRUPO SOCIAL Y EMPRESARIAL DE LA DEFENSA (GSED) COMPETITIVO,SECCIÓN:  1510,CLUB MILITAR DE OFICIALES,"5,000,000,000","3,870,000,000","8,870,000,000"
Inversión,subpartida,,0100,INTERSUBSECTORIAL DEFENSA Y SEGURIDAD,SECCIÓN:  1510,CLUB MILITAR DE OFICIALES,"5,000,000,000","3,870,000,000","8,870,000,000"
Total de Entidad,total,Total de Entidad,,,SECCIÓN:  1510,CLUB MILITAR DE OFICIALES,"5,000,000,000","63,024,000,000","68,024,000,000"
Funcionamiento,total,Funcionamiento,,,SECCIÓN:  1511,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,"6,171,946,000,000","459,076,000,000","6,631,022,000,000"
Inversión,total,Inversión,,,SECCIÓN:  1511,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,,"10,540,000,000","10,540,000,000"
